event_id_cnty,event_date,year,time_precision,disorder_type,event_type,sub_event_type,actor1,assoc_actor_1,inter1,actor2,assoc_actor_2,inter2,interaction,civilian_targeting,iso,region,country,admin1,admin2,admin3,location,latitude,longitude,geo_precision,source,source_scale,notes,fatalities,tags,timestamp
SYR38446,2017-10-22,2017,1,Political violence,Battles,Non-state actor overtakes territory,Islamic State in Iraq and the Levant (ISIL),,Rebel group,HTS: Hayat Tahrir al Sham,,Rebel group,Rebel group-Rebel group,,760,Middle East,Syria,Hama,As Salamiyeh,As Saan,Al-Shuhatiyah,35.4447,37.6057,1,SHAAM,National,"Clashes took place between Islamic State and Hayat Tahrir al-Sham fighters in Al -Shuhatiyah village in eastern Hama, where Hayat Tahrir al-Sham managed to control the town. No fatalities reported.",0,,1730157037
SYR84891,2020-12-03,2020,1,Political violence,Battles,Armed clash,Police Forces of Syria (2000-) General Intelligence Directorate,Police Forces of Syria (2000-) State Security,State forces,Unidentified Armed Group (Syria),,Political militia,State forces-Political militia,,760,Middle East,Syria,Dara,As Sanamayn,As Sanamayn,Ankhel,33.0188,36.1273,1,Facebook; SHAAM; SOHR,Other-New media,"On 3 December 2020, unknown gunmen targeted a regime General Intelligence and State Security checkpoint in Ankhel town in Dar'a countryside with an IED, injuring a number of them, then they clashed with them before fleeing the area. No fatalities were reported.",0,,1720478709
TUR36898,2024-06-03,2024,1,Demonstrations,Protests,Peaceful protest,Protesters (Turkey),,Protesters,,,,Protesters only,,792,Middle East,Turkey,Izmir,Konak,,Konak,38.4173,27.1302,1,Haberler,National,"On 3 June 2024, protesters staged a demonstration on Vasif Cinar Boulevard in Konak, Izmir, to protest the removal of two bicycle lanes in the district.",0,crowd size=no report,1719274361
YEM5006,2017-08-21,2017,1,Political violence,Explosions/Remote violence,Air/drone strike,Operation Restoring Hope,,External/Other forces,,,,External/Other forces only,,887,Middle East,Yemen,Taizz,Al Waziiyah,,As Sanamah,13.1131,43.7067,1,Yemen News Agency SABA,National,Coalition warplanes launched three raids on al-Sanmah in the district of Al Waze'a in the province of Taiz.,0,,1561471470
SAU5320,2015-08-22,2015,1,Political violence,Battles,Armed clash,Military Forces of Yemen (2015-2017) Houthi-Saleh,,External/Other forces,Military Forces of Saudi Arabia (2015-),,State forces,State forces-External/Other forces,,682,Middle East,Saudi Arabia,Jizan,Jizan,,Jizan,16.8892,42.5511,3,Yemen Data Project; Yemen News Agency SABA,Local partner-Regional,Houthi forces ambushed a Saudi military convoy in an unspecified area of Jizan governorate,0,,1690843504
IRQ32062,2021-06-21,2021,1,Demonstrations,Protests,Peaceful protest,Protesters (Iraq),Farmers (Iraq),Protesters,,,,Protesters only,,368,Middle East,Iraq,Maysan,Al Kahla,Al Msharah,Amara,31.8356,47.1448,1,Al Mirbad,National,"On 21 June 2021, farmers from Al Salam and Maimouna districts protested in front of the Water Resources Department in Amara city. The protesters demanded the release of the irrigation water ratio for the summer season.",0,crowd size=no report,1719876461
YEM40549,2017-10-01,2017,1,Political violence,Violence against civilians,Abduction/forced disappearance,Unidentified Armed Group (Yemen),,Political militia,Civilians (Yemen),Aid Workers (Yemen),Civilians,Political militia-Civilians,Civilian targeting,887,Middle East,Yemen,Amran,Khamir,,Khamir,15.9879,43.9536,1,Aid Worker Security Database,Local partner-Other,"'A Non-State Armed Actor abducted one male national INGO staff member in Khamir, Yemen. He was released nine days after negotiations on October 9th.'",0,,1604359293
SYR9828,2017-07-27,2017,1,Political violence,Explosions/Remote violence,Shelling/artillery/missile attack,Unidentified Armed Group (Syria),,Political militia,,,,Political militia only,,760,Middle East,Syria,Rural Damascus,Duma,Harasta,Dahiet Elasad,33.5811,36.3581,1,SOHR,Other,Shells were fired on areas of the Dahiet Elasad neighborhood of Damascus.,0,,1720478142
YEM72832,2022-04-17,2022,1,Strategic developments,Strategic developments,Disrupted weapons use,Military Forces of Yemen (2022-) Presidential Leadership Council,,State forces,Military Forces of Yemen (2017-) Houthi,,State forces,State forces-State forces,,887,Middle East,Yemen,Hajjah,Haradh,,Harad,16.4097,43.0588,2,Yemen News Agency (SABA) - IRG; Yemeni Army - IRG,Other-National,"Defusal: On 17 April 2022, pro-Hadi forces defused 163 Houthi landmines in the mountainous areas east of Haradh district (Hajjah) as well as roads, houses, and farms.",0,,1706579362
YEM5446,2017-09-11,2017,1,Political violence,Battles,Armed clash,Military Forces of Yemen (2012-2022) Hadi,,State forces,Military Forces of Yemen (2015-2017) Houthi-Saleh,,State forces,State forces-State forces,,887,Middle East,Yemen,Taizz,Al Waziiyah,,Ash Shuqayrah,13.1345,43.7864,2,Yemen Sky,National,Anti-Houthi groups attacked pro-Houthi sites in Al Sanma hill in Al Waziya in Taizz; September 11.,0,,1690919547
SYR11480,2017-08-25,2017,1,Political violence,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Syria (2000-),,State forces,,,,State forces only,,760,Middle East,Syria,Aleppo,Jebel Saman,Haritan,Hayyan,36.3232,37.0591,1,SOHR,Other,"The Syrian army shelled the villages of Haritan, Andan, and Hayyan in Aleppo northern countryside. No fatalities were reported.",0,,1720478135
IRQ19382,2019-04-08,2019,1,Political violence,Explosions/Remote violence,Air/drone strike,Military Forces of Turkey (2016-),,External/Other forces,PKK: Kurdistan Workers Party,,Rebel group,Rebel group-External/Other forces,,368,Middle East,Iraq,Erbil,Rawanduz,Bradost,Wadi Khakurik,36.9599,44.6039,2,Aydinlik,International,"On 8 April 2019, Turkish Military forces conducted airstrikes in Wadi Khakurik region of northern Iraq, destroying shelters and ammunition belonging to PKK. According to HPG, 2 PKK militants were killed.",2,,1653503225
YEM3820,2017-06-23,2017,1,Political violence,Battles,Armed clash,Military Forces of Yemen (2015-2017) Houthi-Saleh,,State forces,Military Forces of Yemen (2012-2022) Hadi,,State forces,State forces-State forces,,887,Middle East,Yemen,Sanaa,Nihm,,Al Madid,15.6445,44.4734,2,Yemen News Agency SABA,National,"Pro-Houthi forces reportedly attacked anti-Houthi groups sites on mount Fatim in Nihm, causing a large number of deaths and casualties; June 23. Unknown fatalities coded as 10.",10,,1690919544
YEM69006,2021-11-25,2021,1,Political violence,Violence against civilians,Attack,Unidentified Armed Group (Yemen),,Political militia,Civilians (Yemen),Government of Yemen (2012-2022) Hadi; STC: Southern Transitional Council,Civilians,Political militia-Civilians,Civilian targeting,887,Middle East,Yemen,Hadramawt,Sayun,,Sayun,15.9433,48.7933,1,Crater Sky; Yemen Data Project; Yemen Press Agency,Local partner-National,"On 25 November 2021, unidentified gunmen shot at the STC-affiliated director of Shibam district -- Hisham Ghalib Bin Talib -- as he was passing through Sayun city (Hadramawt). Ghalib was not harmed in the attack. There were no fatalities.",0,local administrators,1702344028
ISR16101,2023-09-26,2023,1,Demonstrations,Protests,Peaceful protest,Protesters (Israel),,Protesters,,,,Protesters only,,376,Middle East,Israel,HaMerkaz,Petah Tiqwa,Southern Sharon,Kfar Saba,32.175,34.9069,1,Ynet,National,"On 26 September 2023, dozens of anti-judicial overhaul activists protested in Kfar Saba (Petah Tiqwa, HaMerkaz) as Likud MK and Education Minister Yoav Kisch arrived at an event for a Likud candidate for city council.",0,crowd size=dozens,1725924057
YEM85167,2024-02-01,2024,1,Strategic developments,Strategic developments,Disrupted weapons use,Military Forces of the United States (2021-),,External/Other forces,Military Forces of Yemen (2017-) Houthi,,State forces,State forces-External/Other forces,,887,Middle East,Yemen,Al Hudaydah,Bajil,,Al Jabanah Coastal Defence Camp,14.9671,42.9425,1,Al Masirah; Ansar Allah; South24; Twitter; USCENTCOM; Yemen News Agency (SABA) - Houthi,Other-New media,"Interception: On 1 February 2024, around 1:30 am Sanaa time, US Navy F/A-18 fighter jets launched 7 strikes/raids targeting 10 Houthi one-way drones and a Houthi drone ground control station in Al Hudaydah - Kilu 16 (Ad Durayhimi) and Al Jabanah Coastal Defence Camp (Bajil) (Al Hudaydah). The drones were struck as they presented an imminent threat to shipping.",0,,1720470230
SYR112800,2023-03-01,2023,1,Demonstrations,Protests,Peaceful protest,Protesters (Syria),KNC: Kurdish National Council,Protesters,,,,Protesters only,,760,Middle East,Syria,Al Hasakeh,Al Malikeyyeh,Al Malikeyyeh,Al-Malikeyyeh,37.1745,42.1403,1,Undisclosed Source,Local partner-Other,"On 1 March 2023, Kurdish National Council organized a protest in Al-Malikeyyeh town in Al Hasakeh countryside, commemorating Mulla Mustafa Barzani's death.",0,crowd size=no report,1721691377
YEM4994,2017-08-20,2017,1,Political violence,Battles,Armed clash,Military Forces of Yemen (2012-2022) Hadi,,State forces,Military Forces of Yemen (2015-2017) Houthi-Saleh,,State forces,State forces-State forces,,887,Middle East,Yemen,Taizz,Mawza,,Al Hamili,13.4612,43.5043,1,Mandab Press,Subnational,Anti-Houthi groups reportedly responded to a pro-Houthi forces attack in the north of Al Hamili in Mawza; August 20.,0,,1690919546
JOR3171,2018-06-26,2018,1,Demonstrations,Protests,Peaceful protest,Protesters (Jordan),,Protesters,,,,Protesters only,,400,Middle East,Jordan,Irbid,Bani Kenanah,,Abu Al Luqas,32.638,35.8882,1,Saraya,National,"On 26 June 2018, a number of townspeople held a protest outside a water well belonging to the Yarmouk water authority near Abu Al Luqas (Bani Kenanah, Irbid), against water shortages from their village.",0,crowd size=no report,1713221246
YEM80243,2023-05-06,2023,1,Political violence,Battles,Armed clash,Military Forces of Yemen (2017-) Houthi,,State forces,Military Forces of Yemen (2022-) Presidential Leadership Council,,State forces,State forces-State forces,,887,Middle East,Yemen,Taizz,Salh,,Taizz - Kalabah (Inside),13.59,44.0295,1,Khabar News Agency (Yemen); Xinhua; Yemen Data Project,Local partner-National,"On 6 May 2023, IRG forces thwarted and clashed with Houthi forces in Taizz - Kalabah (Inside) and Taizz - Al Jahim (Salh) in the east of the city killing at least 3 Houthi fighters and injuring 5 others while 2 IRG fighters were also killed. 5 fatalities split between 2 locations.",2,,1719274499
YEM12909,2016-02-10,2016,1,Political violence,Explosions/Remote violence,Air/drone strike,Operation Restoring Hope,,External/Other forces,Military Forces of Yemen (2015-2017) Houthi-Saleh - Republican Guard,,State forces,State forces-External/Other forces,,887,Middle East,Yemen,Sanaa,Sanhan,,Sawad Military Camp,15.246,44.2461,1,Yemen Data Project,Local partner-National,Coalition airstrikes hit military site in Sanhan,0,,1690843510
TUR22028,2018-10-10,2018,1,Demonstrations,Protests,Peaceful protest,Protesters (Turkey),Health Workers (Turkey); TTB: Turkish Medical Association,Protesters,,,,Protesters only,,792,Middle East,Turkey,Adana,Seyhan,,Adana,37.0017,35.3289,1,Mezopotamya Agency,National,"On 10 October 2018, an unknown number of doctors gathered for a the first day of a protest in Adana, after a call by the Turkish Medical Association to organize protests across Turkey against violence directed at health workers. Participants in Adana also demanded the adoption of a specific law against violence towards health workers.",0,crowd size=no report,1649691570
TUR8738,2019-07-27,2019,1,Demonstrations,Protests,Peaceful protest,Protesters (Turkey),Women (Turkey); Cumartesi Anneleri: The Saturday Mothers; CHP: Republican Peoples Party; HDP: Peoples Democratic Party; Government of Turkey (2016-),Protesters,,,,Protesters only,,792,Middle East,Turkey,Istanbul,Beyoglu,,Beyoglu,41.0369,28.9775,1,Mezopotamya Agency,National,"On 27 July 2019, Saturday Mothers gathered in Galatasaray Square of Beyoglu, Istanbul, where they were banned from holding their weekly sit-in protests. Opposition CHP and HDP MPs supported the protest.",0,crowd size=no report,1649691574
YEM21351,2018-06-29,2018,1,Political violence,Explosions/Remote violence,Shelling/artillery/missile attack,Operation Restoring Hope,Military Forces of Saudi Arabia (2015-),External/Other forces,,,,External/Other forces only,,887,Middle East,Yemen,Sadah,Monabbih,,Suq al Khamis,17.1813,43.2881,2,Al Masirah; Yemen Data Project,Local partner-National,"Saudi missiles were reported on scattered areas of Monnabih, Razih and Shada border districts in northwestern Yemen. No casualties were reported but property was damaged.",0,,1727740400
SYR63321,2019-06-30,2019,1,Political violence,Explosions/Remote violence,Air/drone strike,Military Forces of Syria (2000-),Military Forces of Syria (2000-) Syrian Arab Air Defense Force,State forces,,,,State forces only,,760,Middle East,Syria,Hama,As Suqaylabiyah,Madiq Castle,Qirata,35.4737,36.4544,1,SHAAM,National,"On 30 June 2019, regime warplanes carried out airstrikes on Qirata in northern Hama countryside amid regime artillery and rocket shelling of the town. Neither fatalities nor injuries were reported.",0,,1720478470
SYR63457,2019-07-03,2019,1,Political violence,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Syria (2000-),,State forces,,,,State forces only,,760,Middle East,Syria,Idleb,Al Mara,Khan Shaykun,Khan Shaykun,35.4437,36.6504,2,SOHR,Other,"On 03 July 2019, regime forces shelled Hasanah in Khan Shaykun town district in Idleb. Neither injuries nor fatalities were reported.",0,,1720478470
IRQ7363,2016-01-30,2016,1,Political violence,Explosions/Remote violence,Air/drone strike,Military Forces of Iraq (2014-2018),,State forces,Islamic State in Iraq and the Levant (ISIL),,Rebel group,State forces-Rebel group,,368,Middle East,Iraq,Al Anbar,Heet,Al Baghdady,Al Baghdadi,33.8514,42.5487,2,Iraqi News; Press TV,National-Regional,"On 30 January 2016, Iraqi airstrikes hit a number of Islamic State hideouts northeast of the city of Khan al Baghdadi. 17 IS militants were killed in airstrikes.",17,,1730156871
SYR43829,2017-05-16,2017,1,Political violence,Explosions/Remote violence,Remote explosive/landmine/IED,Military Forces of Syria (2000-),,State forces,Opposition Rebels (Syria),,Rebel group,State forces-Rebel group,,760,Middle East,Syria,Dara,Izra,Izra,Bisr Elharir,32.8389,36.3404,1,SNHR,Local partner-Other,Syrian regime forces detonated an explosive charge on the outskirts of Bisr Elharir town in Dar'a province which killed two fighters in the ranks of the opposition rebel groups.,2,,1720478045
TUR19776,2022-01-11,2022,1,Demonstrations,Protests,Peaceful protest,Protesters (Turkey),DBP: Democratic Regions Party; HDP: Peoples Democratic Party; TJA: Free Women's Movement; Women (Turkey),Protesters,,,,Protesters only,,792,Middle East,Turkey,Diyarbakir,Sur,,Sur,37.9109,40.2366,1,Mezopotamya Agency; Rudaw,National-Regional,"On 11 January 2022, several associations and political groups staged a protest in Sur town, Diyarbakir, against the government decision to name a forest area in the city after Devlet Bahceli, the leader of the Nationalist Movement Party (MHP). The group claimed the decision is disrespectful to Kurdish people due to the MHP's 'anti-Kurdish' stance. Representatives of HDP, DBP and TJA attended the event.",0,crowd size=no report,1705379992
